,Region,Categoria,Marca,Segmento,Quincena,MES,AÑO,VSIGV
3879,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,7,2018,208212.5823
3880,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,6,2018,109429.7947
3881,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,12,2018,299578.5626
3882,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,8,2019,15137152.1735
3883,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,1,2021,180200.8912
3884,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,3,2018,120212.7092
3885,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,8,2019,472538.9751
3886,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,10,2020,100068.6336
3887,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,12,2019,495494.5448
3888,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,10,2020,165789.839
3889,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,1,2021,122812.5219
3890,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,9,2019,965192.5593
3891,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,4,2018,26204.6081
3892,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2019,440156.7211
3893,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,12,2018,10927528.7131
3894,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,12,2018,415634.187
3895,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2020,86716.3397
3896,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,8,2019,85655.9706
3897,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,7,2019,647461.3775
3898,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,11,2018,34251.0825
3899,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,8,2020,1453968.5356
3900,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,3,2020,47047.7476
3901,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,4,2019,264836.2041
3902,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,5,2019,405338.6544
3903,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,1,2020,409997.8642
3904,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,3,2020,573253.1984
3905,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,7,2019,48418.4352
3906,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,12,2020,126128.5394
3907,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,9,2020,3033.2269
3908,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,8,2019,489727.9404
3909,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,4,2021,125873.4018
3910,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,6,2019,50474.8844
3911,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,3,2021,221345.8777
3912,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,5,2018,979986.1929
3913,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2,2020,277537.3807
3914,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,12,2018,61527.2101
3915,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2020,175834.5898
3916,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,11,2018,16978.5885
3917,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,11,2019,159226.7861
3918,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,9,2020,1376488.9128
3919,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,2,2020,34045.3768
3920,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2020,164683.0462
3921,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,8,2019,32393.7951
3922,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,9,2018,207229.5936
3923,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,4,2020,369562.1801
3924,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,3,2021,159022.3082
3925,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,10,2018,274923.5245
3926,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,9,2020,20110.0537
3927,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,10,2018,10343859.9788
3928,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,5,2020,119800.0655
3929,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,5,2020,2899.6702
3930,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2019,1806251.8992
3931,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,12,2020,16675082.3877
3932,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2,2021,273721.4402
3933,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,9,2019,120028.8349
3934,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,1,9,2020,1630098.2991
3935,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,1,2020,2656478.2131
3936,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,1,2021,221606.4456
3937,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,6,2020,1474430.7557
3938,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,9,2018,43229.083
3939,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,10,2020,10775847.7543
3940,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2,2021,1737688.261
3941,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,5,2019,61993.3454
3942,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,9,2019,4761.9547
3943,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,10,2018,47565.0032
3944,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,9,2020,179793.5649
3945,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2019,358871.9723
3946,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,1,2019,1989447.5879
3947,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,4,2018,106707.1055
3948,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2018,1189753.815
3949,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,11,2019,1081111.7198
3950,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,12,2020,18180.8195
3951,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,4,2018,194597.1162
3952,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2018,164967.7306
3953,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,9,2018,93997.9845
3954,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,5,2019,280593.0697
3955,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,11,2019,13086513.0164
3956,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,6,2018,226715.4287
3957,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,6,2018,243159.4467
3958,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,11,2019,25370.7745
3959,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,10,2018,293438.5501
3960,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,11,2019,476412.2201
3961,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,9,2019,415807.1572
3962,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2020,114092.4572
3963,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,1,2018,23104.4226
3964,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,8,2018,269797.4834
3965,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,5,2019,110275.27
3966,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,1,2020,338136.1008
3967,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,7,2020,1040773.0572
3968,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,4,2019,534623.14
3969,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,8,2018,25009.9558
3970,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,1,2021,238577.294
3971,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,1,2019,274350.5687
3972,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2021,932317.2515
3973,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2,2019,296766.4579
3974,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,5,2020,910701.4479
3975,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,5,2018,221212.0272
3976,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,4,2019,36190.8365
3977,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,4,2020,149016.3129
3978,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,10,2019,29352.9835
3979,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,12,2020,39829.9152
3980,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,9,2019,377618.7199
3981,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2,2018,23486.6127
3982,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,5,2019,388580.7943
3983,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2021,712564.044
3984,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,12,2020,8447.8631
3985,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,3,2019,53794.2965
3986,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,8,2018,264842.951
3987,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,9,2018,23463.8157
3988,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2018,727974.2862
3989,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2,2019,241274.5893
3990,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,6,2020,799682.2055
3991,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,3,2019,270983.1784
3992,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,8,2018,4466.0296
3993,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,9,2019,7060531.9989
3994,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,1,2020,605525.8755
3995,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,5,2020,641557.4964
3996,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,10,2019,422650.4343
3997,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,6,2020,15649.1933
3998,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,9,2018,259073.3799
3999,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2021,1702057.2434
4000,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2,2020,102756.1781
4001,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2,2021,213490.1695
4002,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2,2018,2002871.2287
4003,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,4,2018,10429.1317
4004,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,7,2018,259948.8418
4005,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2020,1080383.1553
4006,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,6,2020,3398411.2563
4007,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,12,2020,13067285.9378
4008,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,9,2020,12694002.195
4009,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,4,2020,8617757.0915
4010,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2019,201455.2879
4011,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,10,2019,760144.9779
4012,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,6,2020,761696.1121
4013,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,4,2018,349049.991
4014,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,5,2018,7784102.0794
4015,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,4,2019,3085729.1251
4016,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,1,2019,11285990.4547
4017,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,10,2019,4737804.9865
4018,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,11,2019,13316.5092
4019,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,11,2019,4702883.5721
4020,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,9,2020,20306.047
4021,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,11,2020,8825376.627
4022,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,9,2018,9077174.5781
4023,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,10,2020,1903.69
4024,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,1,2,2021,2305509.8634
4025,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,1,2021,239964.5706
4026,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,1,2019,372028.7067
4027,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2,2021,428994.4291
4028,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,10,2020,10364759.2212
4029,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,6,2020,83507.7135
4030,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2,2018,201321.8622
4031,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,4,2020,9092376.6651
4032,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,8,2018,194085.2618
4033,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,8,2019,8080518.0495
4034,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,1,2018,1525774.6359
4035,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,12,2018,833281.5262
4036,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,8,2020,280602.8154
4037,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,5,2018,136647.8553
4038,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,10,2018,2701.064
4039,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,6,2019,109565.3956
4040,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,7,2018,36933.908
4041,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,6,2019,4623.6602
4042,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,6,2020,741429.3744
4043,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,10,2018,64776.2601
4044,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,4,2019,314388.7224
4045,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,12,2020,194523.1023
4046,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,4,2018,844273.3546
4047,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,7,2020,13160752.7169
4048,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2018,62834.4774
4049,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2,2019,4402989.6735
4050,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,3,2019,6642.6975
4051,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,11,2018,282302.1747
4052,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,3,2020,5287.386
4053,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2020,107925.8057
4054,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,1,2020,767802.795
4055,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,5,2019,862680.3337
4056,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,11,2019,324169.1059
4057,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,9,2018,659714.9414
4058,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,11,2018,48394.5682
4059,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,1,2018,1410371.1812
4060,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,4,2018,13118.6768
4061,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,5,2020,7422621.6372
4062,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,6,2020,66962.4041
4063,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,10,2018,220454.0313
4064,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,8,2019,235916.2738
4065,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,4,2021,68986.9375
4066,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2018,51248.4341
4067,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2018,118597.7004
4068,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,5,2019,20605.5676
4069,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,1,2020,17871.9209
4070,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2019,531634.793
4071,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,4,2018,176046.4346
4072,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,7,2020,239488.6181
4073,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,4,2018,411399.7413
4074,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,10,2018,1042069.6344
4075,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,1,2021,7444236.504
4076,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,10,2019,288461.7828
4077,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,3,2020,9362830.8125
4078,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,11,2020,3534.9685
4079,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,12,2018,219767.97
4080,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2020,1145071.1511
4081,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,5,2019,653273.726
4082,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2019,88111.9382
4083,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2,2020,9853172.9435
4084,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,2,2018,29792.9183
4085,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2,2019,24336.1585
4086,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,7,2019,10690587.8381
4087,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,9,2018,13228.6514
4088,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,10,2018,1758514.1126
4089,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,8,2019,433013.1591
4090,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,7,2019,337322.1472
4091,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,8,2019,151640.9276
4092,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,11,2019,3067588.8059
4093,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2021,265640.4738
4094,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,8,2020,1020923.005
4095,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2021,572.2
4096,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,4,2021,111161.3361
4097,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,12,2018,172014.6487
4098,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2019,14967382.1051
4099,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,10,2018,6514277.9979
4100,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,5,2019,11645977.04
4101,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,11,2018,178144.1688
4102,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2018,12258.6767
4103,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2018,48412.6802
4104,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,4,2020,47804.135
4105,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,12,2018,257413.4211
4106,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,2,2018,10295.7464
4107,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,3,2019,9998253.8659
4108,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,12,2018,271692.8639
4109,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,3,2021,3504604.2153
4110,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2,2019,12804811.3225
4111,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,5,2019,8616163.1975
4112,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,11,2019,381889.8223
4113,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,8,2019,74646.7435
4114,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,10,2020,5232.0252
4115,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,4,2019,337621.9172
4116,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,1,2020,10594387.6462
4117,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,7,2018,4536240.9616
4118,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,7,2020,1480511.7581
4119,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2021,279709.6158
4120,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,7,2020,6065023.5824
4121,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2018,37564.2714
4122,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2020,88954.2753
4123,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,9,2018,11296661.0755
4124,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2021,126870.3097
4125,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,3,2018,4249920.425
4126,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,4,2018,3463.5648
4127,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,1,11,2020,1980.1282
4128,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,1,2018,38081.121
4129,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,12,2020,1652411.0316
4130,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,6,2020,48604.1001
4131,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,10,2019,351220.4979
4132,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,6,2020,196487.9739
4133,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,6,2020,116771.5358
4134,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2021,33.5187
4135,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,3,2021,13161.961
4136,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,1,2020,10097187.3825
4137,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,8,2018,274627.7733
4138,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,10,2018,2106969.3727
4139,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,12,2020,7004914.3786
4140,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,4,2020,920612.5626
4141,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,8,2018,30635.4365
4142,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,5,2020,1086479.2612
4143,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,12,2020,243614.9415
4144,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,9,2020,119722.8869
4145,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,1,2018,8257.0701
4146,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,8,2020,8957088.8851
4147,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2,2018,6519582.4464
4148,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,9,2019,479328.2046
4149,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,11,2019,239294.5454
4150,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,11,2020,319626.1722
4151,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,6,2018,39718.8252
4152,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,1,2021,930369.3592
4153,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,6,2018,30931.7554
4154,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2019,39699.8813
4155,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,5,2018,135671.4692
4156,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,1,2018,100183.206
4157,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,11,2020,7884181.3966
4158,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,1,2018,191041.4007
4159,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,4,2021,1119215.8358
