,Region,Categoria,Marca,Segmento,MONTH,YEAR,VSIGV
2038,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,2021,130804.4809
2039,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,2019,8878.2339
2040,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,10,2020,13043870.8752
2041,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,11,2018,32730.3473
2042,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,2020,8974480.9135
2043,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,5,2018,293374.3032
2044,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,2019,567700.2924
2045,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2020,4844196.004
2046,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,5,2019,5878450.0743
2047,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2018,4449191.7959
2048,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2020,15723926.7391
2049,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,3,2021,643106.4518
2050,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2019,2042958.6683
2051,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2020,2515919.5234
2052,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2021,2043630.3842
2053,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,7,2020,13122.5241
2054,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2021,746229.4532
2055,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2020,7200482.8082
2056,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2019,6244636.0126
2057,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2018,35991.0042
2058,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,12,2020,4606.071
2059,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2021,20789.2852
2060,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2020,7297259.1116
2061,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,10,2018,708789.7775
2062,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,3,2018,20486.8944
2063,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2019,643238.52
2064,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,9,2018,454402.3421
2065,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2018,4538402.1835
2066,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2019,30982.7338
2067,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2020,3774616.5351
2068,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2020,489670.6079
2069,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2019,219132.5162
2070,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2019,28396826.8357
2071,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2020,31649248.6483
2072,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2019,349625.6348
2073,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2020,484307.5126
2074,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2019,7062148.2806
2075,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,6,2019,533811.9197
2076,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2020,307110.2107
2077,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2020,26463.8094
2078,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2018,483702.2914
2079,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,2,2020,546.7414
2080,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2021,18008564.4404
2081,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2019,1158927.2499
2082,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2018,1444882.654
2083,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,3,2020,478829.6252
2084,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2019,63461.654
2085,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2018,40652.3781
2086,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2018,62686.8008
2087,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,9,2019,9229.5274
2088,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2019,547611.2914
2089,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2020,8000384.509
2090,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,7,2020,21195228.6826
2091,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,11,2020,1877992.4103
2092,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,3,2020,27995.9895
2093,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2021,51226.8867
2094,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,3,2019,4870947.3818
2095,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,8,2018,37695.843
2096,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2021,704363.6614
2097,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,9,2018,177080.8264
2098,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,10,2018,17485.3898
2099,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2018,12559284.105
2100,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,6,2019,14053.3555
2101,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2018,897522.8046
2102,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2019,1674799.7673
2103,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2020,31362.0009
2104,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2018,520568.483
2105,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2018,400995.5095
2106,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2019,661570.2931
2107,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,10,2018,3539085.96
2108,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2020,10971.5902
2109,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2019,4371605.6545
2110,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2019,32210.4446
2111,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2018,26787.9676
2112,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,11,2018,623212.7586
2113,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2018,49741.8973
2114,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2019,25949392.0775
2115,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,7,2020,2511.8085
2116,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2018,102788.503
2117,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2018,4113476.6212
2118,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2020,260021.0746
2119,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2019,246980.2426
2120,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,2021,839833.7199
2121,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2019,141146.7919
2122,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2018,14498379.5937
2123,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,2020,6566129.3473
2124,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2020,727392.6893
2125,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2019,1704064.3388
2126,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,9,2020,309824.6875
2127,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,9,2020,5222.7083
2128,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2018,133411.0901
2129,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,5,2018,29668.5297
2130,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2021,21494131.1969
2131,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,8,2018,283918.4903
2132,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,6,2020,1021682.2737
2133,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2021,55498.9907
2134,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,12,2020,9762.0455
2135,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,2021,646651.084
2136,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2021,487896.0361
2137,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,6,2019,5016934.1967
2138,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,7,2018,341535.1492
2139,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2019,23534.5115
2140,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2018,36684.5287
2141,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2020,3714360.9119
2142,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2020,27199839.2485
2143,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2019,3186398.563
2144,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2018,13607638.2783
2145,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,8,2018,27052.74
2146,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2018,230268.0247
2147,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,5,2020,2965888.4285
2148,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2020,17697779.5703
2149,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,11,2019,321149.7806
2150,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,3,2018,3654992.7032
2151,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2018,427059.9836
2152,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2019,666176.4103
2153,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2019,711065.0405
2154,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2020,637786.4645
2155,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,12,2020,96841.1715
2156,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,8,2018,10831.741
2157,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,8,2020,1904389.7346
2158,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2020,31610.6237
2159,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,8,2019,40829.2861
2160,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,2021,1683616.837
2161,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,12,2018,38589.8275
2162,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2021,261699.529
2163,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2020,13239914.7873
2164,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2018,19846048.2113
2165,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,6,2018,605646.7027
2166,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,2018,206010.9992
2167,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,10,2020,547408.7539
2168,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,4,2021,1440.7175
2169,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2018,27566744.4932
2170,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,7,2019,92015.1071
2171,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2019,58334.1717
2172,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2020,31975.5043
2173,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,3,2020,67143.0574
2174,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2018,48765.531
2175,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2019,21475035.633
2176,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2019,511640.367
